,temporada_alta,dif_min,atraso_15,periodo_dia
256,1,25.0,1,Tarde
257,1,4.0,0,Tarde
258,1,-10.0,0,Tarde
259,1,11.0,0,Tarde
260,1,-14.0,0,Tarde
261,1,-2.0,0,Tarde
262,1,-3.0,0,Tarde
263,1,7.0,0,Tarde
264,1,9.0,0,Tarde
265,1,42.0,1,Tarde
266,1,9.0,0,Tarde
267,1,4.0,0,Tarde
268,1,-9.0,0,Tarde
269,1,-8.0,0,Tarde
270,1,-7.0,0,Tarde
271,1,6.0,0,Tarde
272,1,-5.0,0,Tarde
273,1,0.0,0,Tarde
274,1,-9.0,0,Tarde
275,1,-6.0,0,Tarde
276,1,1.0,0,Tarde
277,1,-2.0,0,Tarde
278,1,-3.0,0,Tarde
279,1,1.0,0,Tarde
280,1,-3.0,0,Tarde
281,1,-4.0,0,Tarde
282,1,-3.0,0,Tarde
283,1,-12.0,0,Tarde
284,1,14.0,0,Tarde
285,1,-6.0,0,Noche
286,1,-1.0,0,Noche
287,1,28.0,1,Noche
288,1,-1.0,0,Noche
289,1,-1.0,0,Noche
290,1,-8.0,0,Noche
291,1,8.0,0,Noche
292,1,12.0,0,Noche
293,1,-8.0,0,Noche
294,1,-3.0,0,Noche
295,1,37.0,1,Noche
296,1,4.0,0,Noche
297,1,7.0,0,Noche
298,1,-3.0,0,Noche
299,1,9.0,0,Noche
300,1,-1.0,0,Noche
301,1,-4.0,0,Noche
302,1,3.0,0,Noche
303,1,-6.0,0,Noche
304,1,8.0,0,Noche
305,1,7.0,0,Noche
306,1,-7.0,0,Noche
307,1,-2.0,0,Noche
308,1,-8.0,0,Noche
309,1,1.0,0,Noche
310,1,-14.0,0,Noche
311,1,-10.0,0,Noche
312,1,-11.0,0,Noche
313,1,-2.0,0,Noche
314,1,27.0,1,Mañana
315,1,4.0,0,Mañana
316,1,-2.0,0,Mañana
317,1,15.0,0,Mañana
318,1,1.0,0,Noche
319,1,3.0,0,Noche
320,1,22.0,1,Noche
321,1,26.0,1,Noche
322,1,4.0,0,Noche
323,1,14.0,0,Noche
324,1,7.0,0,Noche
325,1,87.0,1,Noche
326,1,-1.0,0,Noche
327,1,-14.0,0,Noche
328,1,0.0,0,Noche
329,1,27.0,1,Noche
330,1,8.0,0,Noche
331,1,10.0,0,Noche
332,1,5.0,0,Noche
333,1,1.0,0,Noche
334,1,-9.0,0,Noche
335,1,15.0,0,Noche
336,1,1.0,0,Noche
337,1,21.0,1,Noche
338,1,-1.0,0,Noche
339,1,-13.0,0,Noche
340,1,21.0,1,Noche
341,1,-5.0,0,Noche
342,1,-2.0,0,Noche
343,1,6.0,0,Noche
344,1,-1.0,0,Noche
345,1,-2.0,0,Noche
346,1,-8.0,0,Noche
347,1,-6.0,0,Mañana
348,1,3.0,0,Mañana
349,1,16.0,1,Mañana
350,1,65.0,1,Tarde
351,1,27.0,1,Mañana
352,1,0.0,0,Mañana
353,1,-2.0,0,Mañana
354,1,2.0,0,Mañana
355,1,-2.0,0,Mañana
356,1,-7.0,0,Mañana
357,1,-3.0,0,Mañana
358,1,40.0,1,Mañana
359,1,11.0,0,Mañana
360,1,-3.0,0,Mañana
361,1,16.0,1,Mañana
362,1,13.0,0,Mañana
363,1,1.0,0,Mañana
364,1,13.0,0,Mañana
365,1,-2.0,0,Mañana
366,1,-3.0,0,Mañana
367,1,-7.0,0,Mañana
368,1,28.0,1,Mañana
369,1,0.0,0,Mañana
370,1,5.0,0,Mañana
371,1,-1.0,0,Mañana
372,1,-8.0,0,Mañana
373,1,7.0,0,Mañana
374,1,-9.0,0,Mañana
375,1,3.0,0,Mañana
376,1,38.0,1,Tarde
377,1,6.0,0,Tarde
378,1,2.0,0,Tarde
379,1,19.0,1,Tarde
380,1,15.0,0,Tarde
381,1,27.0,1,Tarde
382,1,59.0,1,Tarde
383,1,14.0,0,Tarde
384,1,-3.0,0,Tarde
385,1,14.0,0,Tarde
386,1,19.0,1,Tarde
387,1,5.0,0,Tarde
388,1,13.0,0,Tarde
389,1,19.0,1,Tarde
390,1,10.0,0,Tarde
391,1,37.0,1,Tarde
392,1,23.0,1,Tarde
393,1,11.0,0,Tarde
394,1,7.0,0,Tarde
395,1,15.0,0,Tarde
396,1,1.0,0,Tarde
397,1,15.0,0,Tarde
398,1,30.0,1,Tarde
399,1,22.0,1,Tarde
400,1,37.0,1,Tarde
401,1,12.0,0,Tarde
402,1,0.0,0,Tarde
403,1,6.0,0,Tarde
404,1,21.0,1,Tarde
405,1,-2.0,0,Tarde
406,1,17.0,1,Tarde
407,1,8.0,0,Mañana
408,1,6.0,0,Mañana
409,1,5.0,0,Noche
410,1,-4.0,0,Noche
411,1,-10.0,0,Noche
412,1,12.0,0,Noche
413,1,-2.0,0,Noche
414,1,-13.0,0,Noche
415,1,-12.0,0,Noche
416,1,-10.0,0,Noche
417,1,-14.0,0,Noche
418,1,3.0,0,Noche
419,1,-6.0,0,Noche
420,1,-13.0,0,Noche
421,1,-13.0,0,Noche
422,1,-9.0,0,Noche
423,1,-1.0,0,Noche
424,1,3.0,0,Noche
425,1,-1.0,0,Noche
426,1,-12.0,0,Noche
427,1,-8.0,0,Noche
428,1,-14.0,0,Noche
429,1,1.0,0,Noche
430,1,-6.0,0,Noche
431,1,-5.0,0,Noche
432,1,-7.0,0,Noche
433,1,-1.0,0,Noche
434,1,-4.0,0,Noche
435,1,-14.0,0,Noche
436,1,-5.0,0,Noche
437,1,32.0,1,Mañana
438,1,37.0,1,Tarde
439,1,10.0,0,Tarde
440,1,-5.0,0,Tarde
441,1,6.0,0,Tarde
442,1,13.0,0,Tarde
443,1,9.0,0,Tarde
444,1,2.0,0,Tarde
445,1,32.0,1,Tarde
446,1,10.0,0,Tarde
447,1,26.0,1,Tarde
448,1,13.0,0,Tarde
449,1,11.0,0,Tarde
450,1,6.0,0,Tarde
451,1,14.0,0,Tarde
452,1,17.0,1,Tarde
453,1,10.0,0,Tarde
454,1,-4.0,0,Tarde
455,1,10.0,0,Tarde
456,1,9.0,0,Tarde
457,1,-6.0,0,Tarde
458,1,3.0,0,Tarde
459,1,-3.0,0,Tarde
460,1,-1.0,0,Tarde
461,1,1.0,0,Tarde
462,1,46.0,1,Tarde
463,1,3.0,0,Tarde
464,1,51.0,1,Tarde
465,1,0.0,0,Tarde
466,1,94.0,1,Tarde
467,1,68.0,1,Tarde
468,1,23.0,1,Tarde
469,1,4.0,0,Tarde
470,1,-1.0,0,Tarde
471,1,4.0,0,Tarde
472,1,-5.0,0,Tarde
473,1,12.0,0,Tarde
474,1,5.0,0,Tarde
475,1,-6.0,0,Tarde
476,1,0.0,0,Tarde
477,1,-3.0,0,Mañana
478,1,0.0,0,Mañana
479,1,3.0,0,Mañana
480,1,-1.0,0,Mañana
481,1,-5.0,0,Mañana
482,1,-9.0,0,Mañana
483,1,-2.0,0,Mañana
484,1,2.0,0,Mañana
485,1,1.0,0,Mañana
486,1,-2.0,0,Mañana
487,1,-10.0,0,Mañana
488,1,1.0,0,Mañana
489,1,-1.0,0,Mañana
490,1,-2.0,0,Mañana
491,1,-6.0,0,Mañana
492,1,8.0,0,Mañana
493,1,-6.0,0,Mañana
494,1,-2.0,0,Mañana
495,1,4.0,0,Mañana
496,1,-4.0,0,Mañana
497,1,-8.0,0,Mañana
498,1,-5.0,0,Mañana
499,1,1.0,0,Mañana
500,1,-1.0,0,Mañana
501,1,-7.0,0,Mañana
502,1,-3.0,0,Mañana
503,1,-1.0,0,Mañana
504,1,-3.0,0,Mañana
505,1,-11.0,0,Mañana
506,1,7.0,0,Mañana
507,1,8.0,0,Mañana
508,1,-3.0,0,Tarde
509,1,0.0,0,Tarde
510,1,-4.0,0,Tarde
511,1,0.0,0,Tarde
512,1,0.0,0,Tarde
513,1,-12.0,0,Tarde
514,1,8.0,0,Tarde
515,1,24.0,1,Tarde
516,1,1.0,0,Tarde
517,1,-10.0,0,Tarde
518,1,-9.0,0,Tarde
519,1,-6.0,0,Tarde
520,1,-6.0,0,Tarde
521,1,6.0,0,Tarde
522,1,-6.0,0,Tarde
523,1,14.0,0,Tarde
524,1,0.0,0,Tarde
525,1,-4.0,0,Tarde
526,1,-4.0,0,Tarde
527,1,-10.0,0,Tarde
528,1,19.0,1,Tarde
529,1,-2.0,0,Tarde
530,1,-8.0,0,Tarde
531,1,3.0,0,Tarde
532,1,-4.0,0,Tarde
533,1,-4.0,0,Tarde
534,1,-1.0,0,Tarde
535,1,10.0,0,Tarde
536,1,-9.0,0,Tarde
537,1,3.0,0,Tarde
538,1,0.0,0,Tarde
539,1,-6.0,0,Noche
540,1,-6.0,0,Noche
541,1,-7.0,0,Noche
542,1,-9.0,0,Noche
543,1,-4.0,0,Noche
544,1,4.0,0,Noche
545,1,-2.0,0,Noche
546,1,32.0,1,Noche
547,1,-8.0,0,Noche
548,1,3.0,0,Noche
549,1,-9.0,0,Noche
550,1,-11.0,0,Noche
551,1,-6.0,0,Noche
552,1,-13.0,0,Noche
553,1,-10.0,0,Noche
554,1,-12.0,0,Noche
555,1,2.0,0,Noche
556,1,-14.0,0,Noche
557,1,-10.0,0,Noche
558,1,-8.0,0,Noche
559,1,-4.0,0,Noche
560,1,-14.0,0,Noche
561,1,-4.0,0,Noche
562,1,-6.0,0,Noche
563,1,-2.0,0,Noche
564,1,-8.0,0,Noche
565,1,-10.0,0,Noche
566,1,0.0,0,Noche
567,1,8.0,0,Mañana
568,1,-7.0,0,Mañana
569,1,4.0,0,Mañana
570,1,15.0,0,Mañana
571,1,-3.0,0,Mañana
572,1,6.0,0,Mañana
573,1,57.0,1,Mañana
574,1,8.0,0,Mañana
575,1,26.0,1,Mañana
576,1,-1.0,0,Mañana
577,1,-5.0,0,Mañana
578,1,-2.0,0,Mañana
579,1,4.0,0,Mañana
580,1,-8.0,0,Mañana
581,1,9.0,0,Mañana
582,1,2.0,0,Mañana
583,1,2.0,0,Mañana
584,1,4.0,0,Mañana
585,1,-10.0,0,Mañana
586,1,-1.0,0,Mañana
587,1,6.0,0,Mañana
588,1,1.0,0,Mañana
589,1,0.0,0,Mañana
590,1,-7.0,0,Mañana
591,1,7.0,0,Mañana
592,1,-2.0,0,Noche
593,1,3.0,0,Noche
594,1,-3.0,0,Noche
595,1,-1.0,0,Noche
596,1,4.0,0,Noche
597,1,4.0,0,Noche
598,1,1.0,0,Noche
599,1,-4.0,0,Noche
600,1,16.0,1,Noche
601,1,4.0,0,Noche
602,1,4.0,0,Noche
603,1,0.0,0,Noche
604,1,16.0,1,Noche
605,1,4.0,0,Noche
606,1,-4.0,0,Noche
607,1,0.0,0,Noche
608,1,0.0,0,Noche
609,1,9.0,0,Noche
610,1,6.0,0,Noche
611,1,-7.0,0,Noche
612,1,-7.0,0,Noche
613,1,-7.0,0,Noche
614,1,-1.0,0,Noche
615,1,-2.0,0,Noche
616,1,8.0,0,Noche
617,1,-12.0,0,Noche
618,1,-6.0,0,Noche
619,1,0.0,0,Noche
620,1,1.0,0,Noche
621,1,-4.0,0,Noche
622,1,6.0,0,Noche
623,1,-3.0,0,Noche
624,1,-8.0,0,Noche
625,1,-5.0,0,Noche
626,1,-3.0,0,Noche
627,1,-3.0,0,Noche
628,1,7.0,0,Noche
629,1,58.0,1,Noche
630,1,24.0,1,Noche
631,1,6.0,0,Noche
632,1,13.0,0,Noche
633,1,-3.0,0,Noche
634,1,-1.0,0,Noche
635,1,0.0,0,Noche
636,1,-8.0,0,Noche
637,1,2.0,0,Noche
638,1,-5.0,0,Noche
639,1,2.0,0,Noche
640,1,-3.0,0,Noche
641,1,-8.0,0,Noche
642,1,-8.0,0,Noche
643,1,0.0,0,Noche
644,1,0.0,0,Noche
645,1,-14.0,0,Noche
646,1,-5.0,0,Noche
647,1,-10.0,0,Noche
648,1,1.0,0,Noche
649,1,-2.0,0,Noche
650,1,8.0,0,Noche
651,1,5.0,0,Noche
652,1,15.0,0,Mañana
653,1,-4.0,0,Noche
654,1,-6.0,0,Noche
655,1,-2.0,0,Noche
656,1,-3.0,0,Noche
657,1,-1.0,0,Noche
658,1,40.0,1,Mañana
659,1,-6.0,0,Noche
660,1,-5.0,0,Noche
661,1,-4.0,0,Noche
662,1,-9.0,0,Noche
663,1,16.0,1,Noche
664,1,3.0,0,Noche
665,1,-4.0,0,Noche
666,1,-8.0,0,Noche
667,1,1.0,0,Noche
668,1,0.0,0,Noche
669,1,18.0,1,Noche
670,1,-1.0,0,Noche
671,1,-1.0,0,Noche
672,1,-2.0,0,Noche
673,1,-4.0,0,Noche
674,1,2.0,0,Noche
675,1,50.0,1,Noche
676,1,-4.0,0,Noche
677,1,14.0,0,Noche
678,1,-4.0,0,Noche
679,1,0.0,0,Noche
680,1,1.0,0,Noche
681,1,72.0,1,Noche
682,1,20.0,1,Noche
683,1,5.0,0,Noche
684,1,13.0,0,Mañana
685,1,-10.0,0,Mañana
686,1,-6.0,0,Mañana
687,1,3.0,0,Mañana
688,1,-9.0,0,Mañana
689,1,18.0,1,Mañana
690,1,-9.0,0,Mañana
691,1,-10.0,0,Mañana
692,1,-13.0,0,Mañana
693,1,-7.0,0,Mañana
694,1,-5.0,0,Mañana
695,1,-3.0,0,Mañana
696,1,-13.0,0,Mañana
697,1,30.0,1,Mañana
698,1,-10.0,0,Mañana
699,1,0.0,0,Mañana
700,1,4.0,0,Mañana
701,1,-8.0,0,Mañana
702,1,-8.0,0,Mañana
703,1,-6.0,0,Mañana
704,1,-9.0,0,Mañana
705,1,-8.0,0,Mañana
706,1,-14.0,0,Mañana
707,1,-7.0,0,Mañana
708,1,-11.0,0,Mañana
709,1,6.0,0,Tarde
710,1,40.0,1,Tarde
711,1,29.0,1,Tarde
712,1,15.0,0,Tarde
713,1,51.0,1,Tarde
714,1,34.0,1,Tarde
715,1,28.0,1,Tarde
716,1,32.0,1,Tarde
717,1,41.0,1,Tarde
718,1,138.0,1,Tarde
719,1,38.0,1,Tarde
720,1,27.0,1,Tarde
721,1,33.0,1,Tarde
722,1,57.0,1,Tarde
723,1,7.0,0,Tarde
724,1,10.0,0,Tarde
725,1,37.0,1,Tarde
726,1,38.0,1,Tarde
727,1,34.0,1,Tarde
728,1,25.0,1,Tarde
729,1,15.0,0,Tarde
730,1,8.0,0,Tarde
731,1,4.0,0,Tarde
732,1,-1.0,0,Tarde
733,1,42.0,1,Tarde
734,1,7.0,0,Tarde
735,1,13.0,0,Tarde
736,1,8.0,0,Tarde
737,1,-5.0,0,Tarde
738,1,47.0,1,Tarde
739,1,33.0,1,Tarde
740,1,-9.0,0,Noche
741,1,13.0,0,Noche
742,1,47.0,1,Noche
743,1,17.0,1,Noche
744,1,-10.0,0,Noche
745,1,54.0,1,Noche
746,1,2.0,0,Noche
747,1,-3.0,0,Noche
748,1,-3.0,0,Noche
749,1,9.0,0,Noche
750,1,14.0,0,Noche
751,1,6.0,0,Noche
752,1,1.0,0,Noche
753,1,-2.0,0,Noche
754,1,0.0,0,Noche
755,1,-8.0,0,Noche
756,1,-8.0,0,Noche
757,1,-8.0,0,Noche
758,1,-6.0,0,Noche
759,1,1.0,0,Noche
760,1,-4.0,0,Noche
761,1,-2.0,0,Tarde
762,1,9.0,0,Tarde
763,1,-2.0,0,Tarde
764,1,4.0,0,Tarde
765,1,15.0,0,Tarde
766,1,1.0,0,Tarde
767,1,2.0,0,Tarde
768,1,7.0,0,Tarde
769,1,-11.0,0,Tarde
770,1,15.0,0,Tarde
771,1,0.0,0,Tarde
772,1,2.0,0,Tarde
773,1,4.0,0,Tarde
774,1,3.0,0,Tarde
775,1,19.0,1,Tarde
776,1,39.0,1,Tarde
777,1,3.0,0,Tarde
778,1,12.0,0,Tarde
779,1,17.0,1,Tarde
780,1,65.0,1,Tarde
781,1,4.0,0,Tarde
782,1,6.0,0,Tarde
783,1,9.0,0,Tarde
784,1,6.0,0,Tarde
785,1,27.0,1,Tarde
786,1,2.0,0,Tarde
787,1,3.0,0,Tarde
788,1,-7.0,0,Tarde
789,1,-3.0,0,Tarde
790,1,4.0,0,Tarde
791,1,15.0,0,Tarde
792,1,-1.0,0,Tarde
793,1,-13.0,0,Tarde
794,1,-4.0,0,Tarde
795,1,1.0,0,Tarde
796,1,-2.0,0,Tarde
797,1,-6.0,0,Tarde
798,1,23.0,1,Tarde
799,1,-4.0,0,Tarde
800,1,2.0,0,Tarde
801,1,15.0,0,Tarde
802,1,2.0,0,Tarde
803,1,29.0,1,Tarde
804,1,3.0,0,Tarde
805,1,0.0,0,Tarde
806,1,1.0,0,Tarde
807,1,11.0,0,Tarde
808,1,-4.0,0,Tarde
809,1,-8.0,0,Tarde
810,1,3.0,0,Tarde
811,1,23.0,1,Tarde
812,1,25.0,1,Tarde
813,1,21.0,1,Tarde
814,1,-3.0,0,Mañana
815,1,5.0,0,Mañana
816,1,0.0,0,Mañana
817,1,24.0,1,Mañana
818,1,8.0,0,Mañana
819,1,1.0,0,Mañana
820,1,15.0,0,Mañana
821,1,6.0,0,Mañana
822,1,12.0,0,Mañana
823,1,11.0,0,Mañana
824,1,6.0,0,Mañana
825,1,1.0,0,Mañana
826,1,11.0,0,Mañana
827,1,13.0,0,Mañana
828,1,23.0,1,Mañana
829,1,5.0,0,Mañana
830,1,15.0,0,Mañana
831,1,14.0,0,Mañana
832,1,11.0,0,Mañana
833,1,-2.0,0,Mañana
834,1,10.0,0,Mañana
835,1,12.0,0,Mañana
836,1,6.0,0,Mañana
837,1,14.0,0,Mañana
838,1,64.0,1,Mañana
839,1,2.0,0,Mañana
840,1,9.0,0,Mañana
841,1,10.0,0,Mañana
842,1,29.0,1,Mañana
843,1,8.0,0,Mañana
844,1,10.0,0,Mañana
845,1,81.0,1,Tarde
846,1,37.0,1,Tarde
847,1,88.0,1,Tarde
848,1,96.0,1,Tarde
849,1,32.0,1,Tarde
850,1,56.0,1,Tarde
851,1,39.0,1,Tarde
852,1,32.0,1,Tarde
853,1,34.0,1,Tarde
854,1,41.0,1,Tarde
855,1,9.0,0,Tarde
856,1,126.0,1,Tarde
857,1,22.0,1,Tarde
858,1,18.0,1,Tarde
859,1,26.0,1,Tarde
860,1,16.0,1,Tarde
861,1,37.0,1,Tarde
862,1,61.0,1,Tarde
863,1,69.0,1,Tarde
864,1,31.0,1,Tarde
865,1,4.0,0,Noche
866,1,0.0,0,Noche
867,1,-5.0,0,Noche
868,1,-3.0,0,Noche
869,1,-2.0,0,Noche
870,1,-2.0,0,Noche
871,1,-5.0,0,Noche
872,1,7.0,0,Noche
873,1,3.0,0,Noche
874,1,13.0,0,Noche
875,1,0.0,0,Noche
876,1,3.0,0,Noche
877,1,0.0,0,Noche
878,1,4.0,0,Noche
879,1,-1.0,0,Noche
880,1,-6.0,0,Noche
881,1,11.0,0,Noche
882,1,-4.0,0,Noche
883,1,-7.0,0,Noche
884,1,8.0,0,Noche
885,1,-6.0,0,Noche
886,1,3.0,0,Noche
887,1,2.0,0,Noche
888,1,-6.0,0,Noche
889,1,-4.0,0,Noche
890,1,-3.0,0,Noche
891,1,-14.0,0,Noche
892,1,-4.0,0,Noche
893,1,-12.0,0,Noche
894,1,-11.0,0,Noche
895,1,15.0,0,Tarde
896,1,5.0,0,Tarde
897,1,9.0,0,Tarde
898,1,8.0,0,Tarde
899,1,33.0,1,Tarde
900,1,16.0,1,Tarde
901,1,25.0,1,Tarde
902,1,7.0,0,Tarde
903,1,7.0,0,Tarde
904,1,6.0,0,Tarde
905,1,6.0,0,Tarde
906,1,50.0,1,Mañana
907,1,7.0,0,Tarde
908,1,5.0,0,Tarde
909,1,7.0,0,Tarde
910,1,8.0,0,Tarde
911,1,-4.0,0,Tarde
912,1,1.0,0,Tarde
913,1,15.0,0,Tarde
914,1,7.0,0,Tarde
915,1,68.0,1,Tarde
916,1,14.0,0,Tarde
917,1,4.0,0,Tarde
918,1,14.0,0,Tarde
919,1,11.0,0,Tarde
920,1,15.0,0,Tarde
921,1,2.0,0,Tarde
922,1,10.0,0,Tarde
923,1,4.0,0,Tarde
924,1,-1.0,0,Tarde
925,1,17.0,1,Tarde
926,1,2.0,0,Tarde
927,1,0.0,0,Tarde
928,1,7.0,0,Tarde
929,1,-1.0,0,Tarde
930,1,13.0,0,Tarde
